,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
20300,2014,2017,,,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,1077.0,New,B Felony,Drug,Trafficking,Yes
20301,2014,2017,,,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No
20302,2014,2017,,,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No
20303,2014,2017,,,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,863.0,New,C Felony,Drug,Trafficking,No
20304,2014,2017,8JD,Parole,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,361.0,New,D Felony,Property,Burglary,No
20305,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,No
20306,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Other,Other Criminal,No,,No Recidivism,,,,No
20307,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
20308,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
20309,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
20310,2014,2017,,,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,No
20311,2014,2017,7JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,323.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20312,2014,2017,6JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,355.0,New,D Felony,Public Order,OWI,Yes
20313,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
20314,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20315,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20316,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20317,2014,2017,,,White - Non-Hispanic,25-34,Female,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20318,2014,2017,1JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No
20319,2014,2017,,,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Other Public Order,No,,No Recidivism,,,,No
20320,2014,2017,2JD,Parole,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
20321,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,139.0,New,C Felony,Property,Theft,Yes
20322,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,669.0,New,D Felony,Drug,Drug Possession,Yes
20323,2014,2017,1JD,Parole,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,340.0,New,Aggravated Misdemeanor,Property,Theft,No
20324,2014,2017,,,White - Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,489.0,New,D Felony,Violent,Assault,No
20325,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20326,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20327,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20328,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,432.0,New,D Felony,Property,Burglary,No
20329,2014,2017,1JD,Parole,Black - Non-Hispanic,55 and Older,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
20330,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,219.0,New,D Felony,Violent,Sex,Yes
20331,2014,2017,,,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes
20332,2014,2017,,,American Indian or Alaska Native - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20333,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,270.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
20334,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes,315.0,Tech,B Felony,Violent,Other Violent,No
20335,2014,2017,,,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20336,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,406.0,New,D Felony,Drug,Drug Possession,Yes
20337,2014,2017,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20338,2014,2017,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20339,2014,2017,3JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20340,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20341,2014,2017,7JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20342,2014,2017,,,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20343,2014,2017,,,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20344,2014,2017,3JD,Parole,White - Hispanic,35-44,Female,D Felony,Violent,Assault,Yes,96.0,Tech,D Felony,Violent,Assault,No
20345,2014,2017,,,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20346,2014,2017,,,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20347,2014,2017,,,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20348,2014,2017,3JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No
20349,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20350,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20351,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20352,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20353,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20354,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20355,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20356,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20357,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20358,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,528.0,New,C Felony,Drug,Trafficking,Yes
20359,2014,2017,1JD,Parole,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Theft,Yes,362.0,New,Aggravated Misdemeanor,Property,Theft,No
20360,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
20361,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
20362,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20363,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20364,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20365,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20366,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20367,2014,2017,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,650.0,New,C Felony,Violent,Sex,No
20368,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,Yes,1080.0,New,C Felony,Drug,Trafficking,No
20369,2014,2017,,,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
20370,2014,2017,2JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,187.0,New,D Felony,Property,Burglary,Yes
20371,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,916.0,New,D Felony,Property,Burglary,Yes
20372,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20373,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20374,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20375,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20376,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20377,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20378,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20379,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20380,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20381,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20382,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20383,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20384,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20385,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,742.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20386,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Public Order,Flight/Escape,Yes,180.0,Tech,D Felony,Public Order,Flight/Escape,No
20387,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20388,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20389,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20390,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20391,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20392,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,818.0,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
20393,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Vandalism,No,,No Recidivism,,,,No
20394,2014,2017,2JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,404.0,New,C Felony,Property,Burglary,Yes
20395,2014,2017,,,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,904.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20396,2014,2017,6JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,275.0,Tech,D Felony,Property,Forgery/Fraud,No
20397,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,425.0,New,D Felony,Violent,Assault,Yes
20398,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,62.0,New,C Felony,Drug,Trafficking,Yes
20399,2014,2017,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,Yes,153.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
20400,2014,2017,1JD,Parole,Black - Non-Hispanic,Under 25,Male,B Felony,Violent,Other Violent,Yes,875.0,New,B Felony,Violent,Robbery,No
20401,2014,2017,5JD,Parole,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,911.0,New,D Felony,Violent,Assault,No
20402,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,834.0,New,D Felony,Property,Burglary,No
20403,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
20404,2014,2017,,,White - Non-Hispanic,45-54,Female,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
20405,2014,2017,,,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20406,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,61.0,New,D Felony,Property,Burglary,No
20407,2014,2017,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,45-54,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20408,2014,2017,,,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20409,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,508.0,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
20410,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,202.0,New,D Felony,Property,Burglary,No
20411,2014,2017,,,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
20412,2014,2017,,,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,776.0,Tech,D Felony,Violent,Assault,No
20413,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,B Felony,Violent,Other Violent,Yes,1028.0,Tech,B Felony,Violent,Other Violent,Yes
20414,2014,2017,,,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,609.0,New,D Felony,Property,Theft,No
20415,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,504.0,New,D Felony,Public Order,OWI,Yes
20416,2014,2017,,,White - Non-Hispanic,35-44,Female,C Felony,Property,Theft,No,,No Recidivism,,,,No
20417,2014,2017,,,Black - Non-Hispanic,25-34,Female,C Felony,Violent,Sex,Yes,348.0,Tech,Aggravated Misdemeanor,Other,Other Criminal,No
20418,2014,2017,2JD,Parole,White - Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No
20419,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
20420,2014,2017,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
20421,2014,2017,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20422,2014,2017,6JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20423,2014,2017,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes
20424,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20425,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20426,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,739.0,New,D Felony,Property,Burglary,No
20427,2014,2017,,,American Indian or Alaska Native - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20428,2014,2017,,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,614.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
20429,2014,2017,3JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20430,2014,2017,3JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20431,2014,2017,,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,936.0,New,D Felony,Other,Other Criminal,No
20432,2014,2017,,,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
20433,2014,2017,5JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Public Order,Traffic,Yes,223.0,Tech,D Felony,Public Order,Traffic,Yes
20434,2014,2017,,,Asian or Pacific Islander - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
20435,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20436,2014,2017,,,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,Yes,1067.0,New,Aggravated Misdemeanor,Violent,Assault,No
20437,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,350.0,New,D Felony,Property,Burglary,No
20438,2014,2017,,,White - Non-Hispanic,55 and Older,Male,C Felony,Drug,Trafficking,Yes,711.0,Tech,C Felony,Drug,Trafficking,No
20439,2014,2017,2JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Other,Other Violent,Yes,581.0,Tech,C Felony,Other,Other Violent,No
20440,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
20441,2014,2017,5JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20442,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,516.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
20443,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes,749.0,Tech,Aggravated Misdemeanor,Public Order,Traffic,No
20444,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,Yes
20445,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,Yes
20446,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,267.0,New,D Felony,Violent,Assault,No
20447,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20448,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20449,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20450,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20451,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,Yes,680.0,Tech,B Felony,Drug,Trafficking,No
20452,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,683.0,New,D Felony,Property,Forgery/Fraud,No
20453,2014,2017,,,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20454,2014,2017,7JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20455,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
20456,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
20457,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
20458,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
20459,2014,2017,,,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,No
20460,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20461,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20462,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20463,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20464,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20465,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20466,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,364.0,New,C Felony,Drug,Trafficking,Yes
20467,2014,2017,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20468,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
20469,2014,2017,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20470,2014,2017,5JD,Parole,White - Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20471,2014,2017,,,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,721.0,New,Serious Misdemeanor,Violent,Assault,Yes
20472,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20473,2014,2017,,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No
20474,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20475,2014,2017,8JD,Parole,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,360.0,New,C Felony,Drug,Trafficking,No
20476,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,54.0,New,C Felony,Drug,Trafficking,No
20477,2014,2017,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
20478,2014,2017,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
20479,2014,2017,,,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,872.0,Tech,D Felony,Other,Other Criminal,No
20480,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,691.0,New,C Felony,Drug,Trafficking,No
20481,2014,2017,4JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,Yes,497.0,Tech,C Felony,Property,Theft,No
20482,2014,2017,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,794.0,New,Aggravated Misdemeanor,Property,Burglary,No
20483,2014,2017,1JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,505.0,New,C Felony,Drug,Trafficking,No
20484,2014,2017,7JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes,197.0,New,C Felony,Property,Burglary,No
20485,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,835.0,New,D Felony,Property,Burglary,No
20486,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
20487,2014,2017,,,White - Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20488,2014,2017,6JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
20489,2014,2017,7JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No
20490,2014,2017,6JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20491,2014,2017,6JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20492,2014,2017,6JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20493,2014,2017,,,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
20494,2014,2017,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
20495,2014,2017,7JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
